Annotation Cluster 1	Enrichment Score: 2.6543775272642187
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0044763~single-organism cellular process	174	76.99115044247787	6.633097559791415E-7	3082, 25903, 644353, 7200, 6750, 9500, 6511, 5026, 27128, 23167, 2275, 122402, 3119, 203068, 51760, 2786, 55686, 2783, 23286, 3872, 8407, 6503, 3754, 57626, 10534, 115827, 6482, 7056, 6124, 6002, 5950, 166614, 1592, 7291, 254263, 80228, 23213, 94233, 27253, 2558, 2556, 3248, 55577, 80115, 27255, 10021, 8935, 4852, 148808, 6014, 7223, 5321, 5961, 2331, 7060, 6092, 23544, 4191, 2172, 23787, 64859, 4628, 2564, 5797, 5710, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 6660, 7991, 6786, 220001, 246213, 339479, 92196, 301, 389, 147, 1004, 5689, 11332, 55118, 11178, 40, 4239, 5604, 349667, 148281, 6792, 48, 5188, 92304, 4135, 23089, 26996, 2350, 23643, 2900, 4929, 727936, 55885, 435, 1012, 318, 10574, 5733, 5579, 120425, 7138, 135138, 7092, 6281, 84628, 284, 80309, 255426, 1545, 64919, 2632, 51451, 567, 326, 844, 5502, 967, 10100, 8739, 9168, 132671, 6332, 112464, 1043, 8470, 1316, 4826, 2920, 79873, 1675, 577, 282974, 59345, 1278, 170261, 7535, 7538, 8900, 56999, 6604, 11127, 5372, 26509, 5650, 9577, 7038, 220441, 2023, 5090, 57452, 5092, 81544, 79623, 2775, 8516, 84253, 1608, 5768, 123904, 103910, 10842, 10446	199	12256	16792	1.197980765446029	0.002379111541203738	9.40922548984757E-4	0.09343719882148827
GOTERM_BP_ALL	GO:0023052~signaling	106	46.902654867256636	4.159679449143612E-6	3082, 644353, 7200, 6750, 9500, 6511, 5026, 27128, 3119, 51760, 2786, 2783, 23286, 3872, 6503, 115827, 7056, 6002, 5950, 166614, 1592, 7291, 254263, 23213, 94233, 27253, 2558, 2556, 3248, 80115, 27255, 10021, 8935, 4852, 6014, 5961, 2331, 6092, 23544, 23787, 2564, 5797, 5710, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 6786, 220001, 92196, 301, 389, 147, 1004, 5689, 11178, 40, 5604, 349667, 148281, 23089, 26996, 23643, 2900, 4929, 55885, 1012, 5733, 5579, 284, 80309, 255426, 1545, 64919, 567, 844, 5502, 967, 10100, 8739, 6332, 112464, 4826, 2920, 577, 282974, 59345, 1278, 170261, 7535, 7538, 11127, 26509, 9577, 7038, 220441, 81544, 2775, 8516, 84253, 1608, 10842, 10446	199	6260	16792	1.4288310562396647	0.014826429835931187	0.002415927476558692	0.23991081541098008
GOTERM_BP_ALL	GO:0007154~cell communication	106	46.902654867256636	4.709410285689458E-6	3082, 644353, 7200, 6750, 9500, 6511, 5026, 27128, 3119, 51760, 2786, 2783, 23286, 3872, 6503, 115827, 7056, 6002, 5950, 166614, 1592, 7291, 254263, 23213, 94233, 27253, 2558, 2556, 3248, 80115, 27255, 10021, 8935, 4852, 6014, 5961, 2331, 6092, 23544, 23787, 2564, 5797, 5710, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 220001, 92196, 301, 389, 147, 1004, 5689, 11178, 40, 5604, 349667, 148281, 23089, 26996, 2350, 23643, 2900, 4929, 55885, 1012, 5733, 5579, 284, 80309, 255426, 1545, 64919, 567, 844, 5502, 967, 10100, 8739, 6332, 112464, 4826, 2920, 577, 282974, 59345, 1278, 170261, 7535, 7538, 11127, 26509, 9577, 7038, 220441, 81544, 2775, 8516, 84253, 1608, 10842, 10446	199	6275	16792	1.425415523834311	0.016769334917309142	0.002415927476558692	0.23991081541098008
GOTERM_BP_ALL	GO:0044700~single organism signaling	103	45.57522123893805	1.890899705221909E-5	3082, 644353, 7200, 6750, 9500, 6511, 5026, 27128, 3119, 51760, 2786, 2783, 23286, 3872, 6503, 115827, 7056, 6002, 5950, 166614, 1592, 7291, 254263, 23213, 94233, 27253, 2558, 2556, 3248, 80115, 27255, 10021, 8935, 4852, 6014, 5961, 2331, 6092, 23544, 2564, 5797, 5710, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 92196, 301, 389, 147, 1004, 5689, 11178, 40, 5604, 349667, 148281, 23089, 26996, 23643, 2900, 4929, 55885, 1012, 5733, 5579, 284, 80309, 255426, 1545, 64919, 567, 844, 5502, 967, 10100, 8739, 6332, 112464, 4826, 2920, 577, 282974, 59345, 1278, 170261, 7535, 7538, 11127, 26509, 9577, 7038, 220441, 81544, 2775, 8516, 84253, 1608, 10842, 10446	199	6207	16792	1.400247572646542	0.06564875898635747	0.006790220841451876	0.6742948348821328
GOTERM_BP_ALL	GO:0044699~single-organism process	180	79.64601769911505	3.3900014050439615E-5	3082, 25903, 644353, 7200, 6750, 9500, 6511, 5026, 27128, 23167, 2275, 122402, 3119, 203068, 51760, 2786, 55686, 2783, 23286, 3872, 8407, 6503, 3754, 57626, 10534, 115827, 6482, 7056, 6124, 6002, 5950, 166614, 1592, 7291, 254263, 80228, 23213, 94233, 27253, 2558, 2556, 3248, 55577, 80115, 27255, 10021, 8935, 4852, 148808, 6014, 200407, 7223, 5321, 5961, 2331, 7060, 6092, 23544, 4191, 2172, 23787, 64859, 4628, 2564, 5797, 5710, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 6660, 7991, 6786, 220001, 246213, 339479, 92196, 301, 389, 147, 1004, 5689, 11332, 55118, 11178, 40, 4239, 5604, 349667, 148281, 6792, 48, 5188, 92304, 4135, 23089, 26996, 2350, 23643, 2900, 283209, 4929, 727936, 55885, 435, 1012, 318, 10574, 5733, 5579, 120425, 54836, 7138, 135138, 7092, 6281, 84628, 284, 80309, 165, 255426, 1545, 64919, 2632, 51451, 567, 326, 844, 5502, 967, 10100, 8739, 9168, 132671, 6332, 112464, 1043, 8470, 1316, 4826, 2920, 79873, 1675, 577, 282974, 59345, 1278, 57687, 1397, 170261, 7535, 7538, 8900, 56999, 6604, 11127, 5372, 26509, 5650, 9577, 7038, 220441, 2023, 5090, 57452, 5092, 81544, 79623, 2775, 8516, 84253, 1608, 5768, 123904, 103910, 10842, 10446	199	13377	16792	1.1354372219924471	0.11461881917709693	0.011066813677738969	1.0989768191260696
GOTERM_BP_ALL	GO:0007165~signal transduction	93	41.150442477876105	2.7485399021472633E-4	3082, 644353, 349667, 7200, 6750, 9500, 5026, 23089, 26996, 27128, 23643, 2900, 3119, 4929, 2786, 55885, 2783, 1012, 23286, 3872, 5579, 5733, 6503, 115827, 7056, 6002, 166614, 1592, 7291, 23213, 254263, 94233, 284, 80309, 255426, 2558, 1545, 64919, 2556, 3248, 567, 80115, 27255, 844, 8935, 4852, 967, 5502, 10100, 8739, 6014, 5961, 112464, 2331, 6092, 23544, 2920, 577, 59345, 282974, 1278, 2564, 170261, 5797, 5710, 7535, 7538, 4986, 10633, 11127, 124925, 5294, 8685, 5175, 26509, 9577, 7038, 220441, 92196, 81544, 389, 147, 301, 2775, 1004, 8516, 84253, 5689, 1608, 40, 5604, 10446, 10842	199	5775	16792	1.3588775044051427	0.6273577162359417	0.06345863166500264	6.301684224934542
GOTERM_BP_ALL	GO:0051716~cellular response to stimulus	107	47.34513274336283	3.015870707786548E-4	3082, 644353, 7200, 6750, 9500, 5026, 27128, 3119, 2786, 2783, 23286, 3872, 6503, 115827, 404672, 7056, 6002, 166614, 1592, 7291, 254263, 23213, 94233, 2558, 2556, 3248, 80115, 27255, 10021, 8935, 4852, 51138, 6014, 5321, 5961, 2331, 7060, 6092, 23544, 64859, 2564, 5797, 5710, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 6660, 339479, 92196, 301, 389, 147, 1004, 5689, 40, 4239, 5604, 349667, 23089, 26996, 2350, 23643, 2900, 4929, 55885, 1012, 5733, 5579, 120425, 135138, 284, 80309, 255426, 1545, 64919, 567, 844, 5502, 967, 10100, 8739, 132671, 112464, 2920, 577, 282974, 59345, 1278, 170261, 7535, 7538, 11127, 26509, 9577, 7038, 220441, 81544, 2775, 8516, 84253, 1608, 10842, 10446	199	6927	16792	1.3034306801801703	0.6614767532735808	0.0637058335980088	6.326232319980489
GOTERM_BP_ALL	GO:0050896~response to stimulus	123	54.424778761061944	4.154977902581494E-4	3082, 644353, 7200, 6750, 9500, 5026, 27128, 3119, 203068, 2786, 2783, 23286, 3872, 6503, 115827, 131375, 404672, 7056, 6002, 5950, 166614, 1592, 7291, 254263, 23213, 94233, 2558, 2556, 3248, 80115, 27255, 10021, 8935, 4852, 51138, 6014, 5321, 5961, 2331, 7060, 6092, 23544, 23787, 64859, 4628, 2564, 5797, 5710, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 6660, 6786, 220001, 339479, 92196, 301, 389, 147, 1004, 5689, 40, 4239, 5604, 349667, 48, 23089, 26996, 2350, 23643, 2900, 4929, 55885, 1012, 318, 5733, 5579, 120425, 7138, 135138, 284, 80309, 255426, 1545, 64919, 567, 326, 844, 5502, 967, 10100, 8739, 132671, 112464, 2920, 1675, 577, 282974, 59345, 1278, 170261, 7535, 7538, 11127, 9332, 26509, 5650, 9577, 7038, 220441, 2023, 81544, 3108, 2775, 8516, 84253, 1608, 10842, 10446	199	8329	16792	1.2461249699089758	0.7751591865564808	0.08289180915650081	8.231472889225339
GOTERM_BP_ALL	GO:0044707~single-multicellular organism process	94	41.5929203539823	4.896911977964466E-4	3082, 349667, 7200, 6792, 48, 6750, 9500, 5026, 4135, 23089, 2275, 23643, 122402, 51760, 4929, 1012, 23286, 3872, 5579, 5733, 57626, 7056, 7138, 5950, 166614, 7291, 23213, 7092, 84628, 284, 165, 27253, 2558, 1545, 64919, 3248, 567, 326, 27255, 844, 10021, 4852, 10100, 6014, 7223, 6332, 5961, 112464, 2331, 7060, 6092, 23544, 23787, 8470, 4628, 1316, 4826, 577, 59345, 1278, 1397, 5797, 5710, 7535, 7538, 4986, 56999, 6604, 3779, 11127, 124925, 5294, 5175, 6660, 6786, 7038, 246213, 5090, 339479, 81544, 147, 301, 2775, 8516, 5689, 1608, 11178, 55118, 4239, 40, 123904, 5604, 10446, 10842	199	5943	16792	1.3346625437468345	0.8277678130302031	0.08431815898234457	8.373114868589271
GOTERM_BP_ALL	GO:0048583~regulation of response to stimulus	64	28.31858407079646	5.400494727357074E-4	3082, 349667, 9500, 5026, 23089, 27128, 23643, 3119, 4929, 2786, 55885, 1012, 23286, 5579, 5733, 6503, 120425, 7056, 6002, 7138, 1592, 7291, 23213, 254263, 284, 80309, 1545, 567, 844, 8935, 4852, 967, 8739, 6014, 112464, 7060, 6092, 23544, 23787, 2920, 1675, 1278, 5710, 7535, 7538, 4986, 124925, 5294, 8685, 5175, 26509, 5650, 9577, 220441, 220001, 81544, 389, 147, 301, 8516, 84253, 5689, 40, 5604	199	3636	16792	1.4852701350537063	0.8562732726267666	0.08431815898234457	8.373114868589271
